"","mgi_symbol","start_position","end_position","length"
"3790","Shc1",89418443,89430027,11.584
"3791","Shf",122348892,122369162,20.27
"3792","Sirpa",129592835,129632228,39.393
"3793","Slc20a1",129198764,129211616,12.852
"3794","Slc23a2",132052496,132145108,92.612
"3795","Slc25a25",32414487,32451445,36.958
"3796","Slc27a2",126552407,126588243,35.836
"3797","Slc27a3",90385239,90389938,4.699
"3798","Slc27a4",29802634,29817522,14.888
"3799","Slc30a4",122681233,122702663,21.43
"3800","Slc30a4",122692672,122714102,21.43
"3801","Slc39a1",90248172,90253612,5.44
"3802","Slc9a8",167421712,167477000,55.288
"3803","Snai1",167538195,167542814,4.619
"3804","Snap23",120567671,120601255,33.584
"3805","Snap25",136713453,136782428,68.975
"3806","Snhg11",158375638,158386145,10.507
"3807","Snrpb",130171414,130179403,7.989
"3808","Snrpb2",143063039,143072853,9.814
"3809","Snta1",154376313,154408099,31.786
"3810","Snx21",164785823,164793816,7.993
"3811","Sord",122234749,122265340,30.591
"3812","Sp3",72936427,72980446,44.019
"3813","Spef1",131170261,131187282,17.021
"3814","Spg20",55112108,55137322,25.214
"3815","Sprr1a",92483952,92485895,1.943
"3816","Src",157418444,157471862,53.418
"3817","Srp14",118475850,118479711,3.861
"3818","Srsf11",158010473,158036639,26.166
"3819","Srsf6",162931528,162937121,5.593
"3820","Srxn1",152105516,152111376,5.86
"3821","Ssb",69861562,69871846,10.284
"3822","Ssr3",65379655,65392623,12.968
"3823","Ssrp1",85037234,85047109,9.875
"3824","St6galnac4",32587095,32599698,12.603
"3825","St6galnac6",32599709,32620806,21.097
"3826","Stam",14074098,14149634,75.536
"3827","Stard7",127270218,127298932,28.714
"3828","Stk39",68210445,68472268,261.823
"3829","Stmn3",181306459,181314500,8.041
"3830","Stom",35313986,35336976,22.99
"3831","Strbp",37483228,37703859,220.631
"3832","Strc",121363728,121387168,23.44
"3833","Sulf2",166073089,166155663,82.574
"3834","Surf1",26913381,26916530,3.149
"3835","Surf2",26916367,26920183,3.816
"3836","Surf4",26920040,26933928,13.888
"3837","Surf6",26888628,26902879,14.251
"3838","Suv39h2",3455815,3475031,19.216
"3839","Sycp1",102818499,102936100,117.601
"3840","Syt11",88744700,88775164,30.464
"3841","Tanc1",59612042,59846149,234.107
"3842","Tbc1d20",152293828,152313996,20.168
"3843","Tcea2",181680310,181688071,7.761
"3844","Tcf15",152143561,152149097,5.536
"3845","Tfpi",84432855,84476775,43.92
"3846","Tgif2",156840007,156855570,15.563
"3847","Tgm2",158116402,158146436,30.034
"3848","Thbd",148404466,148408188,3.722
"3849","Thbs1",118111876,118127133,15.257
"3850","Timm10",84826997,84830213,3.216
"3851","Tiparp",65528410,65555518,27.108
"3852","Tmem141",25620067,25622005,1.938
"3853","Tmem56",121201761,121283098,81.337
"3854","Tmem62",120977017,121007852,30.835
"3855","Tnfaip6",52038009,52056686,18.677
"3856","Tnks1bp1",85048022,85073048,25.026
"3857","Top1",160645888,160722764,76.876
"3858","Tor1b",30952959,30959015,6.056
"3859","Trdmt1",13509014,13544668,35.654
"3860","Trib3",152337422,152344032,6.61
"3861","Trp53bp1",121193281,121271407,78.126
"3862","Trp53inp2",155381059,155389850,8.791
"3863","Tsc1",28641228,28691167,49.939
"3864","Tspan5",138742195,138907905,165.71
"3865","Ttc17",94300767,94406689,105.922
"3866","Ttc30b",75935849,75938585,2.736
"3867","Ttf1",29060262,29087656,27.394
"3868","Ttl",129065942,129096283,30.341
"3869","Tubgcp4",121170654,121198770,28.116
"3870","Txnip",96557957,96561883,3.926
"3871","Tyro3",119797733,119818104,20.371
"3872","Ubac1",25998543,26021747,23.204
"3873","Ubap2l",90000140,90052628,52.488
"3874","Ube2l6",84798828,84810335,11.507
"3875","Ube2v1",167607638,167632095,24.457
"3876","Ubr3",69897246,70024013,126.767
"3877","Uck1",32255002,32260159,5.157
"3878","Upf2",5951469,6056703,105.234
"3879","Usp8",126707328,126759297,51.969
"3880","Vav2",27262104,27427033,164.929
"3881","Vcam1",116109949,116129688,19.739
"3882","Vim",13573927,13582826,8.899
"3883","Vps45",95999832,96058466,58.634
"3884","Wdr5",27515157,27536535,21.378
"3885","Wdsub1",59852364,59882591,30.227
"3886","Wfdc2",164562413,164568510,6.097
"3887","Wipf1",73429610,73529734,100.124
"3888","Wisp2",163820861,163833146,12.285
"3889","Xrn2",147012996,147078000,65.004
"3890","Yme1l1",23156369,23199260,42.891
"3891","Ywhab",163994960,164018588,23.628
"3892","Zc3h15",83644435,83664622,20.187
"3893","Zcchc3",152411955,152415027,3.072
"3894","Zdhhc5",84687970,84715180,27.21
"3895","Zfp106",120506820,120563843,57.023
"3896","Zfyve19",119208617,119217049,8.432
"3897","Zmat3",32334792,32366014,31.222
"3898","Zmynd8",165784152,165899016,114.864
"3899","Znfx1",167035793,167063015,27.222
"3900","Zzz3",152395473,152462826,67.353
"3901","1810037I17Rik",122924203,122926184,1.981
"3902","2510039O18Rik",147940895,147947314,6.419
"3903","4933434E20Rik",90051636,90068347,16.711
"3904","A430005L14Rik",153957237,153961925,4.688
"3905","Abcd3",121758774,121815302,56.528
"3906","Acadm",153922357,153944632,22.275
"3907","Aco1",40143081,40198338,55.257
"3908","Acot11",106744555,106804998,60.443
"3909","Actl6a",32706298,32726973,20.675
"3910","Adam15",89338542,89349996,11.454
"3911","Adar",89715022,89753446,38.424
"3912","Agl",116739999,116808166,68.167
"3913","Ahcyl1",107663118,107696560,33.442
"3914","Aimp1",132660499,132684370,23.871
"3915","Ak4",101419277,101466995,47.718
"3916","Akirin1",123734559,123750345,15.786
"3917","Alad",62509169,62519918,10.749
"3918","Alg2",47465067,47474333,9.266
"3919","Alg5",54735539,54751318,15.779
"3920","Amy2a2",113345055,113356658,11.603
"3921","Amy2a3",113312455,113324052,11.597
"3922","Amy2a4",113279843,113291449,11.606
"3923","Amy2a5",113247178,113258837,11.659
"3924","Anxa5",36448923,36475894,26.971
"3925","Arhgap29",121952541,122016753,64.212
"3926","Arhgef2",88605966,88648052,42.086
"3927","Arid1a",133679008,133756769,77.761
"3928","Armc1",19131402,19163065,31.663
"3929","Arnt",95434388,95497240,62.852
"3930","Ash1l",88950622,89079375,128.753
"3931","Atad3a",155740641,155761093,20.452
"3932","Atp1a1",101576219,101604684,28.465
"3933","Atp5f1",105942698,105960099,17.401
"3934","Atp6v1g1",63544772,63550750,5.978
"3935","AU040320",126753544,126870070,116.526
"3936","Aurkaip1",155831272,155833130,1.858
"3937","B3galnt1",69574158,69598960,24.802
"3938","B4galt1",40804602,40854005,49.403
"3939","Bcan",87987531,88000230,12.699
"3940","Bcas2",103171655,103179166,7.511
"3941","Bche",73635808,73708415,72.607
"3942","Bcl10",145922804,145934356,11.552
"3943","Bglap",88383501,88384464,0.963
"3944","Bmpr1b",141837136,142169425,332.289
"3945","Camk2d",126596302,126846326,250.024
"3946","Cap1",122859047,122886056,27.009
"3947","Capzb",139192899,139291818,98.919
"3948","Car14",95897768,95904691,6.923
"3949","Car2",14886273,14900770,14.497
"3950","Casp6",129901425,129914103,12.678
"3951","Casp8ap2",32615451,32653265,37.814
"3952","Ccdc28b",129619274,129623947,4.673
"3953","Ccl27a",41769467,41774247,4.78
"3954","Ccna2",36564865,36572150,7.285
"3955","Ccnc",21727701,21759922,32.221
"3956","Ccne2",11191351,11204779,13.428
"3957","Cct3",88297116,88321767,24.651
"3958","Cd1d1",86995834,86999441,3.607
"3959","Cd2",101275899,101287939,12.04
"3960","Cd53",106759921,106790149,30.228
"3961","Cd72",43446462,43454628,8.166
"3962","Cdc26",62383654,62408642,24.988
"3963","Cdc42",137319696,137357720,38.024
"3964","Cdc42se1",95228732,95236409,7.677
"3965","Cdca8",124918465,124939311,20.846
"3966","Cdkn2b",89306299,89311039,4.74
"3967","Cdkn2c",109660876,109667189,6.313
"3968","Cenpe",135212537,135273611,61.074
"3969","Chchd7",3938888,3951046,12.158
"3970","Chd1l",97560742,97610203,49.461
"3971","Chd7",8690406,8867659,177.253
"3972","Chrnb2",89746195,89764632,18.437
"3973","Cks1b",89415472,89418383,2.911
"3974","Clca1",145003817,145032776,28.959
"3975","Clcc1",108653913,108678840,24.927
"3976","Clk2",89164795,89176921,12.126
"3977","Clta",44004452,44032846,28.394
"3978","Cmpk1",114959336,114987241,27.905
"3979","Cnn3",121426497,121458207,31.71
"3980","Cnr2",135895394,135920207,24.813
"3981","Cntfr",41657498,41697089,39.591
"3982","Cog6",52981875,53017237,35.362
"3983","Commd2",57644349,57651715,7.366
"3984","Coq3",21879673,21912162,32.489
"3985","Cp",19957054,20009145,52.091
"3986","Cpne3",19519254,19570108,50.854
"3987","Crct1",93014205,93015687,1.482
"3988","Cryz",154596711,154623182,26.471
"3989","Csde1",103020426,103058186,37.76
"3990","Csf1",107741048,107760469,19.421
"3991","Ctnnal1",56810935,56865188,54.253
"3992","Ctnnbip1",149518236,149566437,48.201
"3993","Ctps",120539868,120570276,30.408
"3994","Cyp2j6",96516138,96553661,37.523
"3995","Cyp7b1",18071950,18243338,171.388
"3996","Cyr61",145646976,145649981,3.005
"3997","Dab1",103619359,104744844,1125.485
"3998","Dbt",116513070,116549981,36.911
"3999","Dcaf12",41291300,41314889,23.589
"4000","Ddost",138304730,138312628,7.898
"4001","Decr1",15917240,15945507,28.267
"4002","Dffa",149104146,149120647,16.501
"4003","Dhcr24",106561038,106589113,28.075
"4004","Dhrs3",144892827,144928209,35.382
"4005","Dhx36",62468013,62507004,38.991
"4006","Dmap1",117674681,117682273,7.592
"4007","Dnaja1",40722150,40737149,14.999
"4008","Dnajb4",152178511,152210302,31.791
"4009","Dnajc11",151933691,151982137,48.446
"4010","Dnajc19",34056020,34081321,25.301
"4011","Dnajc8",132535550,132553742,18.192
"4012","Dnttip2",122274388,122285271,10.883
"4013","Dock7",98936671,99120915,184.244
"4014","Dph5",115887837,115934361,46.524
"4015","Dram2",106547798,106575890,28.092
"4016","Dvl1",155847402,155859303,11.901
"4017","Ecm1",95734147,95739569,5.422
"4018","Ect2",27097222,27153878,56.656
"4019","Eif2a",58525821,58557501,31.68
"4020","Eif4e",138526179,138559696,33.517
"4021","Elavl4",110203722,110351909,148.187
"4022","Elovl1",118428093,118432953,4.86
"4023","Elovl6",129532355,129638495,106.14
"4024","Ensa",95624993,95632102,7.109
"4025","Epha7",28813131,28967499,154.368
"4026","Epha8",136929419,136956816,27.397
"4027","Eps15",109280268,109387817,107.549
"4028","Erp44",48193323,48279558,86.235
"4029","Exosc10",148558429,148582401,23.972
"4030","Exosc8",54728678,54735393,6.715
"4031","Eya3",132638987,132724765,85.778
"4032","Fabp3",130308595,130315463,6.868
"4033","Fabp5",10012548,10016607,4.059
"4034","Fam189b",89183143,89189295,6.152
"4035","Fbxw7",84815268,84979198,163.93
"4036","Fdps",89093588,89101959,8.371
"4037","Fggy",95557507,95926939,369.432
"4038","Fhdc1",84442198,84480429,38.231
"4039","Fmo5",97628804,97655282,26.478
"4040","Foxd3",99656299,99658622,2.323
"4041","Frrs1",116859464,116908177,48.713
"4042","Fubp1",152210422,152236826,26.404
"4043","Fv1",147868979,147870358,1.379
"4044","Fxr1",34019943,34070322,50.379
"4045","Gale",135963727,135968178,4.451
"4046","Galt",41755228,41758695,3.467
"4047","Gba",89202928,89208966,6.038
"4048","Gba2",43566928,43578873,11.945
"4049","Gbp2",142620602,142638008,17.406
"4050","Gbp3",142560026,142573209,13.183
"4051","Gclm",122245557,122270732,25.175
"4052","Gdap2",100162381,100206981,44.6
"4053","Gem",11704457,11714752,10.295
"4054","Ggh",20042052,20066750,24.698
"4055","Gjb3",127325235,127330844,5.609
"4056","Gjb5",127354809,127358181,3.372
"4057","Glipr2",43957401,43979118,21.717
"4058","Gm12657",94599385,94599795,0.41
"4059","Gm13102",144106474,144110101,3.627
"4060","Gm13305",42158842,42168603,9.761
"4061","Gnai3",108107280,108146146,38.866
"4062","Gnat2",108092789,108101432,8.643
"4063","Gnb1",155491361,155559269,67.908
"4064","Gnb4",32580332,32616585,36.253
"4065","Gne",44034075,44084177,50.102
"4066","Gng10",59035088,59041903,6.815
"4067","Gng5",146499807,146505572,5.765
"4068","Golim4",75875084,75956949,81.865
"4069","Gon4l",88835231,88910103,74.872
"4070","Gpr89",96868281,96905346,37.065
"4071","Gpx7",108400390,108406961,6.571
"4072","Gstm1",108012255,108017973,5.718
"4073","Gstm2",107981702,107986453,4.751
"4074","Gstm3",107963696,107969283,5.587
"4075","Gstm6",107938847,107943749,4.902
"4076","Gtf2b",142765045,142783606,18.561
"4077","Hadh",131233419,131272101,38.682
"4078","Hax1",89995446,89998780,3.334
"4079","Hcn3",89146074,89160196,14.122
"4080","Hdac1",129516104,129542713,26.609
"4081","Hdgf",87906321,87916132,9.811
"4082","Hes2",152158867,152162469,3.602
"4083","Hey1",8663359,8667256,3.897
"4084","Hipk1",103739815,103791563,51.748
"4085","Hist2h2aa2",96239749,96240276,0.527
"4086","Hist2h2ab",96219865,96220308,0.443
"4087","Hist2h2bb",96269752,96270132,0.38
"4088","Hist2h2be",96221119,96223738,2.619
"4089","Hist2h3b",96268654,96269141,0.487
"4090","Hist2h3c1",96246685,96248509,1.824
"4091","Hltf",20057811,20118490,60.679
"4092","Hmgcl",135946448,135962617,16.169
"4093","Hnrnpr",136310942,136359447,48.505
"4094","Hpcal4",123183227,123194701,11.474
"4095","Hs2st1",144429706,144570181,140.475
"4096","Hsdl2",59581563,59618689,37.126
"4097","Hspa4l",40744495,40796103,51.608
"4098","Hspa4l",40644776,40696384,51.608
"4099","Hspb11",107253593,107279938,26.345
"4100","Icmt",152297227,152307121,9.894
"4101","Igsf10",59316735,59344394,27.659
"4102","Il11ra1",41699989,41769474,69.485
"4103","Il11ra2",10948,16486,5.538
"4104","Il11ra2",4164,9702,5.538
"4105","Il11ra2",42656355,42661893,5.538
"4106","Il6ra",89864059,89913196,49.137
"4107","Il7",7569994,7613760,43.766
"4108","Ilf2",90476126,90488379,12.253
"4109","Impa1",10311956,10331439,19.483
"4110","Impad1",4762484,4793355,30.871
"4111","Invs",48279760,48431954,152.194
"4112","Ipp",116507549,116538243,30.694
"4113","Iqgap3",88081971,88121048,39.077
"4114","Ivl",92570902,92573735,2.833
"4115","Jtb",90231597,90235838,4.241
"4116","Kcnab1",65109384,65378223,268.839
"4117","Khdrbs1",129703164,129742303,39.139
"4118","Klhl21",152008803,152017680,8.877
"4119","Kpna4",69067149,69127113,59.964
"4120","Kpna6",129643980,129672767,28.787
"4121","Larp7",127536714,127553349,16.635
"4122","Lck",129548344,129573641,25.297
"4123","Lef1",131110471,131224356,113.885
"4124","Lmo4",144188530,144205220,16.69
"4125","Lxn",67457998,67463926,5.928
"4126","Lyn",3678115,3813122,135.007
"4127","Lysmd1",95134088,95139518,5.43
"4128","Mab21l2",86545581,86548629,3.048
"4129","Macf1",123349633,123684360,334.727
"4130","Man1a2",100562208,100685503,123.295
"4131","Marcksl1",129513581,129515985,2.404
"4132","Mbnl1",60472830,60629750,156.92
"4133","Mcl1",95658788,95663176,4.388
"4134","Mdn1",32657119,32775217,118.098
"4135","Mef2d",88142372,88172086,29.714
"4136","Melk",44300876,44364675,63.799
"4137","Mfap2",141010418,141015984,5.566
"4138","Mfn1",32529465,32579239,49.774
"4139","Mknk1",115839198,115879250,40.052
"4140","Mllt11",95219135,95232171,13.036
"4141","Mllt3",87769925,88033364,263.439
"4142","Mme",63241537,63386030,144.493
"4143","Mmp16",17852893,18119145,266.252
"4144","Mov10",104794836,104818563,23.727
"4145","Mpdz",81278500,81442815,164.315
"4146","Mrpl20",155802878,155809975,7.097
"4147","Mrpl24",87919506,87923672,4.166
"4148","Mrpl9",94443318,94451130,7.812
"4149","Mrps15",126046925,126055532,8.607
"4150","Mrps21",95862634,95871519,8.885
"4151","Mrps28",8802146,8923918,121.772
"4152","Mtf1",124802104,124849800,47.696
"4153","Mthfr",148039077,148059551,20.474
"4154","Mtor",148448611,148557683,109.072
"4155","Mttp",138089854,138144968,55.114
"4156","Mtx1",89209081,89227088,18.007
"4157","Muc1",89229057,89233381,4.324
"4158","Mup1",60498012,60501960,3.948
"4159","Mynn",30602065,30619873,17.808
"4160","Naa15",51415148,51476507,61.359
"4161","Ncdn",126743750,126753438,9.688
"4162","Ndufaf4",24898083,24905001,6.918
"4163","Ndufb5",32736990,32751566,14.576
"4164","Ndufb6",40270591,40279421,8.83
"4165","Ndufc1",51404677,51408988,4.311
"4166","Necap2",141066512,141078357,11.845
"4167","Nes",87971078,87980451,9.373
"4168","Nfia",97772734,98118874,346.14
"4169","Nfib",82290173,82705750,415.577
"4170","Nfkb1",135584655,135691547,106.892
"4171","Nfyc",120757438,120831572,74.134
"4172","Ngf",102469919,102521013,51.094
"4173","Nkain1",130531602,130574173,42.571
"4174","Nmd3",69721985,69756373,34.388
"4175","Notch2",98013527,98150361,136.834
"4176","Npnt",132881745,132950291,68.546
"4177","Nppb",147985788,147987205,1.417
"4178","Npr1",90450591,90465866,15.275
"4179","Nrd1",109000655,109061777,61.122
"4180","Nsmaf",6396207,6454271,58.064
"4181","Nudc",133532542,133545996,13.454
"4182","Odf2l",145118588,145153915,35.327
"4183","Orm1",63344560,63348163,3.603
"4184","Osbpl9",109061145,109202272,141.127
"4185","Ostc",130695912,130709444,13.532
"4186","Ovgp1",105973711,105987423,13.712
"4187","P2ry1",61002795,61008982,6.187
"4188","Pabpc4",123262351,123298925,36.574
"4189","Padi3",140785365,140810648,25.283
"4190","Pafah2",134396320,134427413,31.093
"4191","Pag1",9687479,9833679,146.2
"4192","Papss1",131564768,131643671,78.903
"4193","Pde4b",102087543,102607259,519.716
"4194","Pde7a",19223108,19311322,88.214
"4195","Pef1",130102558,130128135,25.577
"4196","Per3",151003652,151044665,41.013
"4197","Pex11b",96635376,96645366,9.99
"4198","Pfn2",57841895,57848079,6.184
"4199","Pgd",149149991,149166771,16.78
"4200","Pgrmc2",41066326,41083046,16.72
"4201","Phc2",128654702,128752881,98.179
"4202","Phgdh",98313170,98339990,26.82
"4203","Phtf1",103968110,104024598,56.488
"4204","Pigk",152714100,152980408,266.308
"4205","Pik3cd",149649168,149702571,53.403
"4206","Pitx2",129199878,129219591,19.713
"4207","Pkn2",142790902,142882004,91.102
"4208","Pla2g2c",138724792,138746132,21.34
"4209","Pla2g5",138799244,138863482,64.238
"4210","Plaa",94567514,94603244,35.73
"4211","Pld1",27938695,28133362,194.667
"4212","Plekho1",95988429,95996001,7.572
"4213","Plk3",117128655,117133963,5.308
"4214","Pmf1",88394143,88410331,16.188
"4215","Polr1e",45018583,45036565,17.982
"4216","Pomgnt1",116123840,116159849,36.009
"4217","Ppa2",133310110,133378235,68.125
"4218","Ppid",79591342,79603650,12.308
"4219","Ppie",123127115,123139951,12.836
"4220","Ppih",119300010,119320546,20.536
"4221","Ppt1",122836242,122859175,22.933
"4222","Prcc",87858903,87885608,26.705
"4223","Prdx1",116685544,116700822,15.278
"4224","Prkacb",146729574,146812990,83.416
"4225","Prkci",30995747,31052959,57.212
"4226","Prpf38b",108902805,108911727,8.922
"4227","Psma5",108256926,108279974,23.048
"4228","Psmb4",94884093,94886961,2.868
"4229","Psmd4",95032694,95042614,9.92
"4230","Ptbp2",119718742,119784466,65.724
"4231","Ptch2",117096075,117116101,20.026
"4232","Ptger3",157566892,157645888,78.996
"4233","Ptgfr",151796502,151837630,41.128
"4234","Ptprd",75941238,78211961,2270.723
"4235","Ptprf",118208213,118291405,83.192
"4236","Pygo2",89430214,89435128,4.914
"4237","Rab25",88542029,88548300,6.271
"4238","Rab2a",8535644,8607778,72.134
"4239","Rab33b",51483920,51496232,12.312
"4240","Rad54l",116094264,116123690,29.426
"4241","Rap1a",105727267,105801336,74.069
"4242","Rap1gds1",138925902,139075201,149.299
"4243","Rap2b",61361638,61368430,6.792
"4244","Rbbp4",129307100,129335370,28.27
"4245","Rbm15",107325421,107333673,8.252
"4246","Rcc1",132331919,132353605,21.686
"4247","Rgs3",62559847,62704001,144.154
"4248","Rhd",134864536,134896172,31.636
"4249","Rhoc",104788375,104794459,6.084
"4250","Rit1",88716838,88731049,14.211
"4251","Rnf13",57736062,57835233,99.171
"4252","Rngtt",33310311,33502614,192.303
"4253","Rorc",94372794,94398276,25.482
"4254","Rpa2",132768332,132778752,10.42
"4255","Rpf1",146505956,146521429,15.473
"4256","Rpl34",130726831,130730398,3.567
"4257","Rps27",90212522,90213651,1.129
"4258","Rps6",86854660,86857412,2.752
"4259","Rps8",117153827,117156243,2.416
"4260","Rraga",86575668,86577285,1.617
"4261","Rragd",32983037,33022180,39.143
